market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer1KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Clayton GA|CNN|2015-10-05|41|1515|2|8392|3|2|832|325|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-10-05|41|1530|7|925|8|2|59|23|335|25|93|09|93|39
Atlanta|Clayton GA|CNN|2015-10-05|41|1545|77|925|8|2|59|25|355|25|95|08|92|35
Atlanta|Clayton GA|CNN|2015-10-05|41|1600|72|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-10-05|41|1615|73|8392|3|2|832|325|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-10-05|41|1630|74|925|8|2|59|23|335|25|93|09|93|39
Atlanta|Clayton GA|CNN|2015-10-05|41|1645|73|925|8|2|59|25|355|25|95|08|92|35
Atlanta|Clayton GA|CNN|2015-10-05|41|1700|27|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-10-05|41|1715|22|3850|5|8|23|385|23|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-10-05|41|1730|25|3550|5|38|335|382|323|322|5|35|825|355
Atlanta|Clayton GA|CNN|2015-10-05|41|1745|7|3250|5|38|335|382|323|335|5|35|855|855
Atlanta|Clayton GA|CNN|2015-10-05|41|1800|2|8250|5|38|235|582|323|339|5|35|555|555
Atlanta|Clayton GA|CNN|2015-10-05|41|1815|3|8392|3|2|832|325|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-10-05|41|1830|4|925|8|2|59|23|335|25|93|09|93|39
Atlanta|Clayton GA|CNN|2015-10-05|41|1845|5|925|8|2|59|25|355|25|95|08|92|35
Atlanta|Clayton GA|CNN|2015-10-05|41|1900|6|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-10-05|41|1915|8|8392|3|2|832|325|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-10-05|41|1930|9|925|8|2|59|23|335|25|93|09|93|39
Atlanta|Clayton GA|CNN|2015-10-05|41|1945|77|925|8|2|59|25|355|25|95|08|92|35
Atlanta|Clayton GA|CNN|2015-10-05|41|2000|72|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-10-05|41|2115|73|3850|5|8|23|385|23|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-10-05|41|2130|74|3550|5|38|335|382|323|322|5|35|825|355
Atlanta|Clayton GA|CNN|2015-10-05|41|2145|75|3250|5|38|335|382|323|335|5|35|855|855
Atlanta|Clayton GA|CNN|2015-10-05|41|2200|76|8250|5|38|235|582|323|339|5|35|555|555
Atlanta|Clayton GA|CNN|2015-10-05|41|2215|7|8392|3|2|832|325|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-10-05|41|2230|2|925|8|2|59|23|335|25|93|09|93|39
Atlanta|Clayton GA|CNN|2015-10-05|41|2245|3|925|8|2|59|25|355|25|95|08|92|35
Atlanta|Clayton GA|CNN|2015-10-05|41|2300|4|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-10-05|41|2315|5|8392|3|2|832|325|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-10-05|41|2330|6|925|8|2|59|23|335|25|93|09|93|39
Atlanta|Clayton GA|CNN|2015-10-05|41|2345|8|925|8|2|59|25|355|25|95|08|92|35
Atlanta|Clayton GA|CNN|2015-10-05|41|0000|9|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|0515|77|3750|5|7|28|375|28|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-10-06|41|0530|72|3550|5|37|335|372|328|322|5|35|725|355
Atlanta|Clayton GA|CNN|2015-10-06|41|0545|73|3250|5|37|335|372|328|335|5|35|755|755
Atlanta|Clayton GA|CNN|2015-10-06|41|0600|74|7250|5|37|235|572|328|389|5|35|555|555
Atlanta|Clayton GA|CNN|2015-10-06|41|0615|75|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|0630|76|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|0645|73|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|0700|74|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|0715|72|3750|5|7|28|375|28|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-10-06|41|0730|77|3550|5|37|335|372|328|322|5|35|725|355
Atlanta|Clayton GA|CNN|2015-10-06|41|0745|70|3250|5|37|335|372|328|335|5|35|755|755
Atlanta|Clayton GA|CNN|2015-10-06|41|0800|9|7250|5|37|235|572|328|389|5|35|555|555
Atlanta|Clayton GA|CNN|2015-10-06|41|0815|8|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|0830|3|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|0845|6|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|0900|5|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|0915|4|3750|5|7|28|375|28|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-10-06|41|0930|3|3550|5|37|335|372|328|322|5|35|725|355
Atlanta|Clayton GA|CNN|2015-10-06|41|0945|2|3250|5|37|335|372|328|335|5|35|755|755
Atlanta|Clayton GA|CNN|2015-10-06|41|1000|7|7250|5|37|235|572|328|389|5|35|555|555
Atlanta|Clayton GA|CNN|2015-10-06|41|1015|77|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|1030|72|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|1045|73|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|1100|74|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|1115|73|3750|5|7|28|375|28|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-10-06|41|1130|27|3550|5|37|335|372|328|322|5|35|725|355
Atlanta|Clayton GA|CNN|2015-10-06|41|1145|22|3250|5|37|335|372|328|335|5|35|755|755
Atlanta|Clayton GA|CNN|2015-10-06|41|1200|25|7250|5|37|235|572|328|389|5|35|555|555
Atlanta|Clayton GA|CNN|2015-10-06|41|1215|7|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|1230|2|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|1245|3|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|1300|4|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|1315|5|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|1330|6|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|1345|8|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|1400|9|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|1415|77|3750|5|7|28|375|28|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-10-06|41|1430|72|3550|5|37|335|372|328|322|5|35|725|355
Atlanta|Clayton GA|CNN|2015-10-06|41|1445|73|3250|5|37|335|372|328|335|5|35|755|755
Atlanta|Clayton GA|CNN|2015-10-06|41|1500|74|7250|5|37|235|572|328|389|5|35|555|555
Atlanta|Clayton GA|CNN|2015-10-06|41|1515|75|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|1530|76|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|1545|7|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|1600|2|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|1615|3|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|1630|4|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|1645|5|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|1700|6|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|1715|8|3750|5|7|28|375|28|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-10-06|41|1730|9|3550|5|37|335|372|328|322|5|35|725|355
Atlanta|Clayton GA|CNN|2015-10-06|41|1745|77|3250|5|37|335|372|328|335|5|35|755|755
Atlanta|Clayton GA|CNN|2015-10-06|41|1800|72|7250|5|37|235|572|328|389|5|35|555|555
Atlanta|Clayton GA|CNN|2015-10-06|41|1815|73|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|1830|74|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|1845|75|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|1900|76|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|1915|73|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|1930|74|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|1945|72|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|2000|77|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|2115|70|3750|5|7|28|375|28|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-10-06|41|2130|9|3550|5|37|335|372|328|322|5|35|725|355
Atlanta|Clayton GA|CNN|2015-10-06|41|2145|8|3250|5|37|335|372|328|335|5|35|755|755
Atlanta|Clayton GA|CNN|2015-10-06|41|2200|3|7250|5|37|235|572|328|389|5|35|555|555
Atlanta|Clayton GA|CNN|2015-10-06|41|2215|6|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|2230|5|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|2245|4|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|2300|3|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-06|41|2315|2|7392|3|2|732|825|373|095|32|50|750|095
Atlanta|Clayton GA|CNN|2015-10-06|41|2330|7|925|7|2|59|28|335|25|98|09|98|89
Atlanta|Clayton GA|CNN|2015-10-06|41|2345|77|925|7|2|59|25|355|25|95|07|92|85
Atlanta|Clayton GA|CNN|2015-10-06|41|0000|72|525|7|2|39|95|25|35|95|07|95|05
Atlanta|Clayton GA|CNN|2015-10-07|41|0515|73|7256|0|2|28|720|28|392|5|30|795|305
Atlanta|Clayton GA|CNN|2015-10-07|41|0530|74|7556|0|72|730|722|728|392|5|30|295|305
Atlanta|Clayton GA|CNN|2015-10-07|41|0545|73|7956|0|72|730|722|728|335|5|30|205|255
Atlanta|Clayton GA|CNN|2015-10-07|41|0600|27|2956|0|72|930|522|728|383|5|30|505|555
Atlanta|Clayton GA|CNN|2015-10-07|41|0615|22|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|0630|25|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|0645|7|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|0700|2|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-07|41|0715|3|7256|0|2|28|720|28|392|5|30|795|305
Atlanta|Clayton GA|CNN|2015-10-07|41|0730|4|7556|0|72|730|722|728|392|5|30|295|305
Atlanta|Clayton GA|CNN|2015-10-07|41|0745|5|7956|0|72|730|722|728|335|5|30|205|255
Atlanta|Clayton GA|CNN|2015-10-07|41|0800|6|2956|0|72|930|522|728|383|5|30|505|555
Atlanta|Clayton GA|CNN|2015-10-07|41|0815|8|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|0830|9|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|0845|77|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|0900|72|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-07|41|0915|73|7256|0|2|28|720|28|392|5|30|795|305
Atlanta|Clayton GA|CNN|2015-10-07|41|0930|74|7556|0|72|730|722|728|392|5|30|295|305
Atlanta|Clayton GA|CNN|2015-10-07|41|0945|75|7956|0|72|730|722|728|335|5|30|205|255
Atlanta|Clayton GA|CNN|2015-10-07|41|1000|76|2956|0|72|930|522|728|383|5|30|505|555
Atlanta|Clayton GA|CNN|2015-10-07|41|1015|7|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|1030|2|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|1045|3|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|1100|4|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-07|41|1115|5|7256|0|2|28|720|28|392|5|30|795|305
Atlanta|Clayton GA|CNN|2015-10-07|41|1130|6|7556|0|72|730|722|728|392|5|30|295|305
Atlanta|Clayton GA|CNN|2015-10-07|41|1145|8|7956|0|72|730|722|728|335|5|30|205|255
Atlanta|Clayton GA|CNN|2015-10-07|41|1200|9|2956|0|72|930|522|728|383|5|30|505|555
Atlanta|Clayton GA|CNN|2015-10-07|41|1215|77|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|1230|72|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|1245|73|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|1300|74|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-07|41|1315|75|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|1330|76|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|1345|73|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|1400|74|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-07|41|1415|72|7256|0|2|28|720|28|392|5|30|795|305
Atlanta|Clayton GA|CNN|2015-10-07|41|1430|77|7556|0|72|730|722|728|392|5|30|295|305
Atlanta|Clayton GA|CNN|2015-10-07|41|1445|70|7956|0|72|730|722|728|335|5|30|205|255
Atlanta|Clayton GA|CNN|2015-10-07|41|1500|9|2956|0|72|930|522|728|383|5|30|505|555
Atlanta|Clayton GA|CNN|2015-10-07|41|1515|8|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|1530|3|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|1545|6|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|1600|5|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-07|41|1615|4|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|1630|3|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|1645|2|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|1700|7|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-07|41|1715|77|7256|0|2|28|720|28|392|5|30|795|305
Atlanta|Clayton GA|CNN|2015-10-07|41|1730|72|7556|0|72|730|722|728|392|5|30|295|305
Atlanta|Clayton GA|CNN|2015-10-07|41|1745|73|7956|0|72|730|722|728|335|5|30|205|255
Atlanta|Clayton GA|CNN|2015-10-07|41|1800|74|2956|0|72|930|522|728|383|5|30|505|555
Atlanta|Clayton GA|CNN|2015-10-07|41|1815|73|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|1830|27|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|1845|22|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|1900|25|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-07|41|1915|7|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|1930|2|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|1945|3|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|2000|4|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-07|41|2115|5|7256|0|2|28|720|28|392|5|30|795|305
Atlanta|Clayton GA|CNN|2015-10-07|41|2130|6|7556|0|72|730|722|728|392|5|30|295|305
Atlanta|Clayton GA|CNN|2015-10-07|41|2145|8|7956|0|72|730|722|728|335|5|30|205|255
Atlanta|Clayton GA|CNN|2015-10-07|41|2200|9|2956|0|72|930|522|728|383|5|30|505|555
Atlanta|Clayton GA|CNN|2015-10-07|41|2215|77|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|2230|72|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|2245|73|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|2300|74|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-07|41|2315|75|2732|7|9|239|820|723|635|39|56|256|630
Atlanta|Clayton GA|CNN|2015-10-07|41|2330|76|395|2|9|53|28|770|95|38|63|38|83
Atlanta|Clayton GA|CNN|2015-10-07|41|2345|7|390|2|9|53|20|700|90|35|62|32|80
Atlanta|Clayton GA|CNN|2015-10-07|41|0000|2|590|2|9|33|30|20|35|35|62|30|60
Atlanta|Clayton GA|CNN|2015-10-08|41|0515|3|2252|0|2|25|220|25|792|5|70|295|705
Atlanta|Clayton GA|CNN|2015-10-08|41|0530|4|2552|0|22|270|222|225|792|5|70|295|705
Atlanta|Clayton GA|CNN|2015-10-08|41|0545|5|2952|0|22|270|222|225|775|5|70|205|255
Atlanta|Clayton GA|CNN|2015-10-08|41|0600|6|2952|0|22|970|522|225|753|5|70|505|555
Atlanta|Clayton GA|CNN|2015-10-08|41|0615|8|2232|2|9|279|520|227|235|79|52|252|230
Atlanta|Clayton GA|CNN|2015-10-08|41|0630|9|395|2|9|53|25|220|95|35|23|35|53
Atlanta|Clayton GA|CNN|2015-10-08|41|0645|77|390|2|9|53|20|200|90|35|22|32|50
Atlanta|Clayton GA|CNN|2015-10-08|41|0700|72|590|2|9|73|30|20|75|35|22|30|20
Atlanta|Clayton GA|CNN|2015-10-08|41|0715|73|2252|0|2|25|220|25|792|5|70|295|705
Atlanta|Clayton GA|CNN|2015-10-08|41|0730|74|2552|0|22|270|222|225|792|5|70|295|705
Atlanta|Clayton GA|CNN|2015-10-08|41|0745|75|2952|0|22|270|222|225|775|5|70|205|255
Atlanta|Clayton GA|CNN|2015-10-08|41|0800|76|2952|0|22|970|522|225|753|5|70|505|555
Atlanta|Clayton GA|CNN|2015-10-08|41|0815|73|2232|2|9|279|520|227|235|79|52|252|230
Atlanta|Clayton GA|CNN|2015-10-08|41|0830|74|395|2|9|53|25|220|95|35|23|35|53
Atlanta|Clayton GA|CNN|2015-10-08|41|0845|72|390|2|9|53|20|200|90|35|22|32|50
Atlanta|Clayton GA|CNN|2015-10-08|41|0900|77|590|2|9|73|30|20|75|35|22|30|20
Atlanta|Clayton GA|CNN|2015-10-08|41|0915|70|2252|0|2|25|220|25|792|5|70|295|705
Atlanta|Clayton GA|CNN|2015-10-08|41|0930|9|2552|0|22|270|222|225|792|5|70|295|705
Atlanta|Clayton GA|CNN|2015-10-08|41|0945|8|2952|0|22|270|222|225|775|5|70|205|255
Atlanta|Clayton GA|CNN|2015-10-08|41|1000|3|2952|0|22|970|522|225|753|5|70|505|555
Atlanta|Clayton GA|CNN|2015-10-08|41|1015|6|2232|2|9|279|520|227|235|79|52|252|230
Atlanta|Clayton GA|CNN|2015-10-08|41|1030|5|395|2|9|53|25|220|95|35|23|35|53
Atlanta|Clayton GA|CNN|2015-10-08|41|1045|4|390|2|9|53|20|200|90|35|22|32|50
Atlanta|Clayton GA|CNN|2015-10-08|41|1100|3|590|2|9|73|30|20|75|35|22|30|20
Atlanta|Clayton GA|CNN|2015-10-08|41|1115|2|2252|0|2|25|220|25|792|5|70|295|705
Atlanta|Clayton GA|CNN|2015-10-08|41|1130|7|2552|0|22|270|222|225|792|5|70|295|705
Atlanta|Clayton GA|CNN|2015-10-08|41|1145|77|2952|0|22|270|222|225|775|5|70|205|255
Atlanta|Clayton GA|CNN|2015-10-08|41|1200|72|2952|0|22|970|522|225|753|5|70|505|555
Atlanta|Clayton GA|CNN|2015-10-08|41|1215|73|2232|2|9|279|520|227|235|79|52|252|230
Atlanta|Clayton GA|CNN|2015-10-08|41|1230|74|395|2|9|53|25|220|95|35|23|35|53
Atlanta|Clayton GA|CNN|2015-10-08|41|1245|73|390|2|9|53|20|200|90|35|22|32|50
Atlanta|Clayton GA|CNN|2015-10-08|41|1300|27|590|2|9|73|30|20|75|35|22|30|20
Atlanta|Clayton GA|CNN|2015-10-08|41|1315|22|2232|2|9|279|520|227|235|79|52|252|230
Atlanta|Clayton GA|CNN|2015-10-08|41|1330|25|395|2|9|53|25|220|95|35|23|35|53
Atlanta|Clayton GA|CNN|2015-10-08|41|1345|7|390|2|9|53|20|200|90|35|22|32|50
Atlanta|Clayton GA|CNN|2015-10-08|41|1400|2|590|2|9|73|30|20|75|35|22|30|20
Atlanta|Clayton GA|CNN|2015-10-08|41|1415|3|2252|0|2|25|220|25|792|5|70|295|705
Atlanta|Clayton GA|CNN|2015-10-08|41|1430|4|2552|0|22|270|222|225|792|5|70|295|705
Atlanta|Clayton GA|CNN|2015-10-08|41|1445|5|2952|0|22|270|222|225|775|5|70|205|255
Atlanta|Clayton GA|CNN|2015-10-08|41|1500|6|2952|0|22|970|522|225|753|5|70|505|555
Atlanta|Clayton GA|CNN|2015-10-08|41|1515|8|2232|2|9|279|520|227|235|79|52|252|230
