market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer2KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Clayton GA|CNN|2016-10-04|41|2230|3|413|1|1|34|98|113|13|48|44|48|84
Atlanta|Clayton GA|CNN|2016-10-04|41|2245|1|413|1|1|34|93|133|13|43|41|49|83
Atlanta|Clayton GA|CNN|2016-10-04|41|2300|1|313|1|1|14|43|93|13|43|41|43|43
Atlanta|Clayton GA|CNN|2016-10-04|41|2315|4|1149|1|1|111|893|111|443|11|34|134|443
Atlanta|Clayton GA|CNN|2016-10-04|41|2330|4|413|1|1|34|98|113|13|48|44|48|84
Atlanta|Clayton GA|CNN|2016-10-04|41|2345|44|413|1|1|34|93|133|13|43|41|49|83
Atlanta|Clayton GA|CNN|2016-10-04|41|0000|44|313|1|1|14|43|93|13|43|41|43|43
Atlanta|Clayton GA|CNN|2016-10-05|41|0515|41|1136|4|1|98|114|98|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|0530|41|1336|4|11|114|119|198|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|0545|47|1436|4|11|114|119|198|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-05|41|0600|44|1436|4|11|414|319|198|187|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-05|41|0615|44|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|0630|43|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|0645|4|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|0700|4|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-05|41|0715|1|1136|4|1|98|114|98|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|0730|1|1336|4|11|114|119|198|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|0745|3|1436|4|11|114|119|198|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-05|41|0800|6|1436|4|11|414|319|198|187|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-05|41|0815|8|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|0830|9|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|0845|44|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|0900|44|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-05|41|0915|41|1136|4|1|98|114|98|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|0930|41|1336|4|11|114|119|198|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|0945|43|1436|4|11|114|119|198|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-05|41|1000|46|1436|4|11|414|319|198|187|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-05|41|1015|4|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|1030|4|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|1045|1|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|1100|1|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-05|41|1115|3|1136|4|1|98|114|98|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|1130|6|1336|4|11|114|119|198|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|1145|8|1436|4|11|114|119|198|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-05|41|1200|9|1436|4|11|414|319|198|187|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-05|41|1215|44|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|1230|44|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|1245|41|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|1300|41|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-05|41|1315|43|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|1330|46|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|1345|41|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|1400|41|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-05|41|1415|44|1136|4|1|98|114|98|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|1430|44|1336|4|11|114|119|198|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|1445|41|1436|4|11|114|119|198|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-05|41|1500|9|1436|4|11|414|319|198|187|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-05|41|1515|8|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|1530|7|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|1545|6|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|1600|3|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-05|41|1615|1|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|1630|1|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|1645|4|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|1700|4|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-05|41|1715|44|1136|4|1|98|114|98|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|1730|44|1336|4|11|114|119|198|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|1745|41|1436|4|11|114|119|198|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-05|41|1800|41|1436|4|11|414|319|198|187|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-05|41|1815|47|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|1830|44|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|1845|44|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|1900|43|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-05|41|1915|4|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|1930|4|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|1945|1|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|2000|1|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-05|41|2115|3|1136|4|1|98|114|98|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|2130|6|1336|4|11|114|119|198|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-05|41|2145|8|1436|4|11|114|119|198|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-05|41|2200|9|1436|4|11|414|319|198|187|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-05|41|2215|44|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|2230|44|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|2245|41|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|2300|41|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-05|41|2315|43|1179|1|4|114|894|111|673|14|36|136|674
Atlanta|Clayton GA|CNN|2016-10-05|41|2330|46|743|1|4|37|98|114|43|78|67|78|87
Atlanta|Clayton GA|CNN|2016-10-05|41|2345|4|744|1|4|37|94|144|44|73|61|79|84
Atlanta|Clayton GA|CNN|2016-10-05|41|0000|4|344|1|4|17|74|94|13|73|61|74|64
Atlanta|Clayton GA|CNN|2016-10-06|41|0515|1|1139|4|1|93|114|93|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-06|41|0530|1|1339|4|11|114|119|193|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-06|41|0545|3|1439|4|11|114|119|193|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-06|41|0600|6|1439|4|11|414|319|193|137|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-06|41|0615|8|1179|1|4|114|394|111|973|14|39|139|974
Atlanta|Clayton GA|CNN|2016-10-06|41|0630|9|743|1|4|37|93|114|43|73|97|73|37
Atlanta|Clayton GA|CNN|2016-10-06|41|0645|44|744|1|4|37|94|144|44|73|91|79|34
Atlanta|Clayton GA|CNN|2016-10-06|41|0700|44|344|1|4|17|74|94|13|73|91|74|94
Atlanta|Clayton GA|CNN|2016-10-06|41|0715|41|1139|4|1|93|114|93|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-06|41|0730|41|1339|4|11|114|119|193|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-06|41|0745|43|1439|4|11|114|119|193|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-06|41|0800|46|1439|4|11|414|319|193|137|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-06|41|0815|41|1179|1|4|114|394|111|973|14|39|139|974
Atlanta|Clayton GA|CNN|2016-10-06|41|0830|41|743|1|4|37|93|114|43|73|97|73|37
Atlanta|Clayton GA|CNN|2016-10-06|41|0845|44|744|1|4|37|94|144|44|73|91|79|34
Atlanta|Clayton GA|CNN|2016-10-06|41|0900|44|344|1|4|17|74|94|13|73|91|74|94
Atlanta|Clayton GA|CNN|2016-10-06|41|0915|41|1139|4|1|93|114|93|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-06|41|0930|9|1339|4|11|114|119|193|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-06|41|0945|8|1439|4|11|114|119|193|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-06|41|1000|7|1439|4|11|414|319|193|137|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-06|41|1015|6|1179|1|4|114|394|111|973|14|39|139|974
Atlanta|Clayton GA|CNN|2016-10-06|41|1030|3|743|1|4|37|93|114|43|73|97|73|37
Atlanta|Clayton GA|CNN|2016-10-06|41|1045|1|744|1|4|37|94|144|44|73|91|79|34
Atlanta|Clayton GA|CNN|2016-10-06|41|1100|1|344|1|4|17|74|94|13|73|91|74|94
Atlanta|Clayton GA|CNN|2016-10-06|41|1115|4|1139|4|1|93|114|93|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-06|41|1130|4|1339|4|11|114|119|193|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-06|41|1145|44|1439|4|11|114|119|193|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-06|41|1200|44|1439|4|11|414|319|193|137|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-06|41|1215|41|1179|1|4|114|394|111|973|14|39|139|974
Atlanta|Clayton GA|CNN|2016-10-06|41|1230|41|743|1|4|37|93|114|43|73|97|73|37
Atlanta|Clayton GA|CNN|2016-10-06|41|1245|47|744|1|4|37|94|144|44|73|91|79|34
Atlanta|Clayton GA|CNN|2016-10-06|41|1300|44|344|1|4|17|74|94|13|73|91|74|94
Atlanta|Clayton GA|CNN|2016-10-06|41|1315|44|1179|1|4|114|394|111|973|14|39|139|974
Atlanta|Clayton GA|CNN|2016-10-06|41|1330|43|743|1|4|37|93|114|43|73|97|73|37
Atlanta|Clayton GA|CNN|2016-10-06|41|1345|4|744|1|4|37|94|144|44|73|91|79|34
Atlanta|Clayton GA|CNN|2016-10-06|41|1400|4|344|1|4|17|74|94|13|73|91|74|94
Atlanta|Clayton GA|CNN|2016-10-06|41|1415|1|1139|4|1|93|114|93|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-06|41|1430|1|1339|4|11|114|119|193|149|3|14|143|143
Atlanta|Clayton GA|CNN|2016-10-06|41|1445|3|1439|4|11|114|119|193|113|3|14|143|133
Atlanta|Clayton GA|CNN|2016-10-06|41|1500|6|1439|4|11|414|319|193|137|3|14|343|333
Atlanta|Clayton GA|CNN|2016-10-06|41|1515|8|1179|1|4|114|394|111|973|14|39|139|974
