market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer1KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Clayton GA|CNN|2014-10-07|41|0600|34|3210|1|33|231|139|398|384|1|31|111|111
Atlanta|Clayton GA|CNN|2014-10-07|41|0615|31|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|0630|36|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|0645|33|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|0700|34|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-07|41|0715|32|3310|1|3|98|331|98|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|0730|33|3110|1|33|331|339|398|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|0745|30|3210|1|33|331|339|398|331|1|31|311|311
Atlanta|Clayton GA|CNN|2014-10-07|41|0800|9|3210|1|33|231|139|398|384|1|31|111|111
Atlanta|Clayton GA|CNN|2014-10-07|41|0815|8|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|0830|7|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|0845|6|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|0900|1|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-07|41|0915|4|3310|1|3|98|331|98|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|0930|3|3110|1|33|331|339|398|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|0945|2|3210|1|33|331|339|398|331|1|31|311|311
Atlanta|Clayton GA|CNN|2014-10-07|41|1000|3|3210|1|33|231|139|398|384|1|31|111|111
Atlanta|Clayton GA|CNN|2014-10-07|41|1015|33|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|1030|32|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|1045|33|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|1100|34|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-07|41|1115|37|3310|1|3|98|331|98|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|1130|23|3110|1|33|331|339|398|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|1145|22|3210|1|33|331|339|398|331|1|31|311|311
Atlanta|Clayton GA|CNN|2014-10-07|41|1200|21|3210|1|33|231|139|398|384|1|31|111|111
Atlanta|Clayton GA|CNN|2014-10-07|41|1215|3|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|1230|2|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|1245|3|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|1300|4|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-07|41|1315|1|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|1330|6|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|1345|8|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|1400|9|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-07|41|1415|33|3310|1|3|98|331|98|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|1430|32|3110|1|33|331|339|398|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|1445|33|3210|1|33|331|339|398|331|1|31|311|311
Atlanta|Clayton GA|CNN|2014-10-07|41|1500|34|3210|1|33|231|139|398|384|1|31|111|111
Atlanta|Clayton GA|CNN|2014-10-07|41|1515|31|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|1530|36|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|1545|3|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|1600|2|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-07|41|1615|3|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|1630|4|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|1645|1|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|1700|6|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-07|41|1715|8|3310|1|3|98|331|98|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|1730|9|3110|1|33|331|339|398|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|1745|33|3210|1|33|331|339|398|331|1|31|311|311
Atlanta|Clayton GA|CNN|2014-10-07|41|1800|32|3210|1|33|231|139|398|384|1|31|111|111
Atlanta|Clayton GA|CNN|2014-10-07|41|1815|33|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|1830|34|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|1845|31|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|1900|36|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-07|41|1915|33|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|1930|34|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|1945|32|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|2000|33|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-07|41|2115|30|3310|1|3|98|331|98|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|2130|9|3110|1|33|331|339|398|329|1|31|321|311
Atlanta|Clayton GA|CNN|2014-10-07|41|2145|8|3210|1|33|331|339|398|331|1|31|311|311
Atlanta|Clayton GA|CNN|2014-10-07|41|2200|7|3210|1|33|231|139|398|384|1|31|111|111
Atlanta|Clayton GA|CNN|2014-10-07|41|2215|6|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|2230|1|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|2245|4|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|2300|3|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-07|41|2315|2|3349|3|2|332|891|333|041|32|10|310|041
Atlanta|Clayton GA|CNN|2014-10-07|41|2330|3|421|3|2|14|98|331|21|48|04|48|84
Atlanta|Clayton GA|CNN|2014-10-07|41|2345|33|421|3|2|14|91|311|21|41|03|49|81
Atlanta|Clayton GA|CNN|2014-10-07|41|0000|32|121|3|2|34|41|91|31|41|03|41|01
Atlanta|Clayton GA|CNN|2014-10-08|41|0515|33|3216|0|2|98|320|98|349|1|30|341|301
Atlanta|Clayton GA|CNN|2014-10-08|41|0530|34|3116|0|32|330|329|398|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-08|41|0545|37|3416|0|32|330|329|398|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-08|41|0600|23|2416|0|32|430|129|398|387|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-08|41|0615|22|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|0630|21|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|0645|3|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|0700|2|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-08|41|0715|3|3216|0|2|98|320|98|349|1|30|341|301
Atlanta|Clayton GA|CNN|2014-10-08|41|0730|4|3116|0|32|330|329|398|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-08|41|0745|1|3416|0|32|330|329|398|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-08|41|0800|6|2416|0|32|430|129|398|387|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-08|41|0815|8|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|0830|9|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|0845|33|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|0900|32|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-08|41|0915|33|3216|0|2|98|320|98|349|1|30|341|301
Atlanta|Clayton GA|CNN|2014-10-08|41|0930|34|3116|0|32|330|329|398|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-08|41|0945|31|3416|0|32|330|329|398|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-08|41|1000|36|2416|0|32|430|129|398|387|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-08|41|1015|3|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|1030|2|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|1045|3|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|1100|4|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-08|41|1115|1|3216|0|2|98|320|98|349|1|30|341|301
Atlanta|Clayton GA|CNN|2014-10-08|41|1130|6|3116|0|32|330|329|398|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-08|41|1145|8|3416|0|32|330|329|398|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-08|41|1200|9|2416|0|32|430|129|398|387|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-08|41|1215|33|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|1230|32|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|1245|33|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|1300|34|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-08|41|1315|31|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|1330|36|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|1345|33|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|1400|34|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-08|41|1415|32|3216|0|2|98|320|98|349|1|30|341|301
Atlanta|Clayton GA|CNN|2014-10-08|41|1430|33|3116|0|32|330|329|398|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-08|41|1445|30|3416|0|32|330|329|398|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-08|41|1500|9|2416|0|32|430|129|398|387|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-08|41|1515|8|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|1530|7|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|1545|6|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|1600|1|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-08|41|1615|4|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|1630|3|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|1645|2|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|1700|3|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-08|41|1715|33|3216|0|2|98|320|98|349|1|30|341|301
Atlanta|Clayton GA|CNN|2014-10-08|41|1730|32|3116|0|32|330|329|398|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-08|41|1745|33|3416|0|32|330|329|398|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-08|41|1800|34|2416|0|32|430|129|398|387|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-08|41|1815|37|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|1830|23|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|1845|22|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|1900|21|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-08|41|1915|3|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|1930|2|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|1945|3|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|2000|4|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-08|41|2115|1|3216|0|2|98|320|98|349|1|30|341|301
Atlanta|Clayton GA|CNN|2014-10-08|41|2130|6|3116|0|32|330|329|398|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-08|41|2145|8|3416|0|32|330|329|398|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-08|41|2200|9|2416|0|32|430|129|398|387|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-08|41|2215|33|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|2230|32|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|2245|33|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|2300|34|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-08|41|2315|31|2379|3|4|234|890|323|671|34|16|216|670
Atlanta|Clayton GA|CNN|2014-10-08|41|2330|36|741|2|4|17|98|330|41|78|67|78|87
Atlanta|Clayton GA|CNN|2014-10-08|41|2345|3|740|2|4|17|90|300|41|71|62|79|80
Atlanta|Clayton GA|CNN|2014-10-08|41|0000|2|140|2|4|37|70|90|31|71|62|70|60
Atlanta|Clayton GA|CNN|2014-10-09|41|0515|3|2219|0|2|91|220|91|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-09|41|0530|4|2119|0|22|230|229|291|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-09|41|0545|1|2419|0|22|230|229|291|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-09|41|0600|6|2419|0|22|430|129|291|317|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-09|41|0615|8|2279|2|4|234|190|223|971|34|19|219|970
Atlanta|Clayton GA|CNN|2014-10-09|41|0630|9|741|2|4|17|91|220|41|71|97|71|17
Atlanta|Clayton GA|CNN|2014-10-09|41|0645|33|740|2|4|17|90|200|41|71|92|79|10
Atlanta|Clayton GA|CNN|2014-10-09|41|0700|32|140|2|4|37|70|90|31|71|92|70|90
Atlanta|Clayton GA|CNN|2014-10-09|41|0715|33|2219|0|2|91|220|91|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-09|41|0730|34|2119|0|22|230|229|291|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-09|41|0745|31|2419|0|22|230|229|291|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-09|41|0800|36|2419|0|22|430|129|291|317|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-09|41|0815|33|2279|2|4|234|190|223|971|34|19|219|970
Atlanta|Clayton GA|CNN|2014-10-09|41|0830|34|741|2|4|17|91|220|41|71|97|71|17
Atlanta|Clayton GA|CNN|2014-10-09|41|0845|32|740|2|4|17|90|200|41|71|92|79|10
Atlanta|Clayton GA|CNN|2014-10-09|41|0900|33|140|2|4|37|70|90|31|71|92|70|90
Atlanta|Clayton GA|CNN|2014-10-09|41|0915|30|2219|0|2|91|220|91|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-09|41|0930|9|2119|0|22|230|229|291|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-09|41|0945|8|2419|0|22|230|229|291|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-09|41|1000|7|2419|0|22|430|129|291|317|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-09|41|1015|6|2279|2|4|234|190|223|971|34|19|219|970
Atlanta|Clayton GA|CNN|2014-10-09|41|1030|1|741|2|4|17|91|220|41|71|97|71|17
Atlanta|Clayton GA|CNN|2014-10-09|41|1045|4|740|2|4|17|90|200|41|71|92|79|10
Atlanta|Clayton GA|CNN|2014-10-09|41|1100|3|140|2|4|37|70|90|31|71|92|70|90
Atlanta|Clayton GA|CNN|2014-10-09|41|1115|2|2219|0|2|91|220|91|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-09|41|1130|3|2119|0|22|230|229|291|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-09|41|1145|33|2419|0|22|230|229|291|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-09|41|1200|32|2419|0|22|430|129|291|317|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-09|41|1215|33|2279|2|4|234|190|223|971|34|19|219|970
Atlanta|Clayton GA|CNN|2014-10-09|41|1230|34|741|2|4|17|91|220|41|71|97|71|17
Atlanta|Clayton GA|CNN|2014-10-09|41|1245|37|740|2|4|17|90|200|41|71|92|79|10
Atlanta|Clayton GA|CNN|2014-10-09|41|1300|23|140|2|4|37|70|90|31|71|92|70|90
Atlanta|Clayton GA|CNN|2014-10-09|41|1315|22|2279|2|4|234|190|223|971|34|19|219|970
Atlanta|Clayton GA|CNN|2014-10-09|41|1330|21|741|2|4|17|91|220|41|71|97|71|17
Atlanta|Clayton GA|CNN|2014-10-09|41|1345|3|740|2|4|17|90|200|41|71|92|79|10
Atlanta|Clayton GA|CNN|2014-10-09|41|1400|2|140|2|4|37|70|90|31|71|92|70|90
Atlanta|Clayton GA|CNN|2014-10-09|41|1415|3|2219|0|2|91|220|91|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-09|41|1430|4|2119|0|22|230|229|291|349|1|30|241|301
Atlanta|Clayton GA|CNN|2014-10-09|41|1445|1|2419|0|22|230|229|291|331|1|30|201|211
Atlanta|Clayton GA|CNN|2014-10-09|41|1500|6|2419|0|22|430|129|291|317|1|30|101|111
Atlanta|Clayton GA|CNN|2014-10-09|41|1515|8|2279|2|4|234|190|223|971|34|19|219|970
